Date,Price,DaysFromPeak,DrawdownPct,PctOfPeak
2011-06-08,29.0299,0,0.0000,100.0000
2011-06-09,28.7905,1,-0.8246,99.1754
2011-06-10,24.0494,2,-17.1565,82.8435
2011-06-11,14.7497,3,-49.1912,50.8088
2011-06-12,18.8501,4,-35.0665,64.9335
2011-06-13,19.5423,5,-32.6821,67.3179
2011-06-14,19.2577,6,-33.6625,66.3375
2011-06-15,19.4641,7,-32.9514,67.0486
2011-06-16,17.9294,8,-38.2383,61.7617
2011-06-17,15.4364,9,-46.8260,53.1740
2011-06-18,16.8754,10,-41.8689,58.1311
2011-06-19,17.5107,11,-39.6805,60.3195
2011-06-20,17.5107,12,-39.6805,60.3195
2011-06-21,17.5107,13,-39.6805,60.3195
2011-06-22,17.5107,14,-39.6805,60.3195
2011-06-23,17.5107,15,-39.6805,60.3195
2011-06-24,17.5107,16,-39.6805,60.3195
2011-06-25,17.5107,17,-39.6805,60.3195
2011-06-26,16.3613,18,-43.6397,56.3603
2011-06-27,16.7523,19,-42.2930,57.7070
2011-06-28,16.9618,20,-41.5712,58.4288
2011-06-29,16.8546,21,-41.9407,58.0593
2011-06-30,16.1853,22,-44.2463,55.7537
2011-07-01,15.4204,23,-46.8812,53.1188
2011-07-02,15.3828,24,-47.0104,52.9896
2011-07-03,15.4576,25,-46.7530,53.2470
2011-07-04,13.8528,26,-52.2810,47.7190
2011-07-05,12.9648,27,-55.3398,44.6602
2011-07-06,14.7148,28,-49.3117,50.6883
2011-07-07,14.7973,29,-49.0275,50.9725
2011-07-08,14.2990,30,-50.7438,49.2562
2011-07-09,14.3815,31,-50.4597,49.5403
2011-07-10,14.6229,32,-49.6280,50.3720
2011-07-11,14.3102,33,-50.7055,49.2945
2011-07-12,14.0213,34,-51.7006,48.2994
2011-07-13,13.9715,35,-51.8722,48.1278
2011-07-14,13.9980,36,-51.7809,48.2191
2011-07-15,13.8064,37,-52.4408,47.5592
2011-07-16,13.7131,38,-52.7623,47.2377
2011-07-17,13.2581,39,-54.3294,45.6706
2011-07-18,13.6305,40,-53.0466,46.9534
2011-07-19,13.8248,41,-52.3774,47.6226
2011-07-20,13.6783,42,-52.8820,47.1180
2011-07-21,13.6118,43,-53.1111,46.8889
2011-07-22,13.6985,44,-52.8123,47.1877
2011-07-23,13.6817,45,-52.8703,47.1297
2011-07-24,13.9925,46,-51.7997,48.2003
2011-07-25,14.0334,47,-51.6588,48.3412
2011-07-26,13.8780,48,-52.1940,47.8060
2011-07-27,13.8782,49,-52.1934,47.8066
2011-07-28,13.4916,50,-53.5252,46.4748
2011-07-29,13.5123,51,-53.4538,46.5462
2011-07-30,13.5403,52,-53.3575,46.6425
2011-07-31,13.3729,53,-53.9341,46.0659
2011-08-01,13.0191,54,-55.1528,44.8472
2011-08-02,12.2142,55,-57.9256,42.0744
2011-08-03,9.2864,56,-68.0111,31.9889
2011-08-04,10.7685,57,-62.9055,37.0945
2011-08-05,9.7302,58,-66.4823,33.5177
2011-08-06,6.9642,59,-76.0104,23.9896
2011-08-07,8.5018,60,-70.7137,29.2863
2011-08-08,7.7753,61,-73.2161,26.7839
2011-08-09,9.8025,62,-66.2331,33.7669
2011-08-10,10.0513,63,-65.3762,34.6238
2011-08-11,9.4384,64,-67.4873,32.5127
2011-08-12,9.4530,65,-67.4371,32.5629
2011-08-13,10.0040,66,-65.5389,34.4611
2011-08-14,10.8068,67,-62.7735,37.2265
2011-08-15,11.1307,68,-61.6578,38.3422
2011-08-16,10.9920,69,-62.1357,37.8643
2011-08-17,10.9640,70,-62.2322,37.7678
2011-08-18,10.8585,71,-62.5956,37.4044
2011-08-19,11.6705,72,-59.7985,40.2015
2011-08-20,11.4597,73,-60.5244,39.4756
2011-08-21,11.3545,74,-60.8870,39.1130
2011-08-22,10.9209,75,-62.3806,37.6194
2011-08-23,10.9172,76,-62.3931,37.6069
2011-08-24,10.8704,77,-62.5543,37.4457
2011-08-25,9.5461,78,-67.1164,32.8836
2011-08-26,8.1269,79,-72.0050,27.9950
2011-08-27,8.5965,80,-70.3875,29.6125
2011-08-28,9.0309,81,-68.8912,31.1088
2011-08-29,8.9612,82,-69.1313,30.8687
2011-08-30,8.8099,83,-69.6522,30.3478
2011-08-31,8.1992,84,-71.7562,28.2438
2011-09-01,8.2343,85,-71.6352,28.3648
2011-09-02,8.6214,86,-70.3016,29.6984
2011-09-03,8.4497,87,-70.8933,29.1067
2011-09-04,8.2035,88,-71.7413,28.2587
2011-09-05,7.5973,89,-73.8293,26.1707
2011-09-06,6.8465,90,-76.4156,23.5844
2011-09-07,7.1630,91,-75.3256,24.6744
2011-09-08,6.6782,92,-76.9955,23.0045
2011-09-09,4.9868,93,-82.8219,17.1781
2011-09-10,4.7428,94,-83.6622,16.3378
2011-09-11,5.8529,95,-79.8384,20.1616
2011-09-12,6.0906,96,-79.0195,20.9805
2011-09-13,5.8025,97,-80.0119,19.9881
2011-09-14,5.5974,98,-80.7184,19.2816
2011-09-15,4.8678,99,-83.2319,16.7681
2011-09-16,4.8312,100,-83.3580,16.6420
2011-09-17,4.7753,101,-83.5505,16.4495
2011-09-18,5.2367,102,-81.9609,18.0391
2011-09-19,5.5204,103,-80.9838,19.0162
2011-09-20,6.1467,104,-78.8264,21.1736
2011-09-21,5.5971,105,-80.7197,19.2803
2011-09-22,5.4750,106,-81.1400,18.8600
2011-09-23,5.5634,107,-80.8356,19.1644
2011-09-24,5.4579,108,-81.1991,18.8009
2011-09-25,5.3412,109,-81.6012,18.3988
2011-09-26,4.8738,110,-83.2110,16.7890
2011-09-27,4.9112,111,-83.0824,16.9176
2011-09-28,4.7634,112,-83.5914,16.4086
2011-09-29,4.7777,113,-83.5423,16.4577
2011-09-30,5.1437,114,-82.2814,17.7186
2011-10-01,5.0341,115,-82.6590,17.3410
2011-10-02,5.0071,116,-82.7521,17.2479
2011-10-03,5.0228,117,-82.6977,17.3023
2011-10-04,4.9568,118,-82.9252,17.0748
2011-10-05,4.8851,119,-83.1723,16.8277
2011-10-06,4.7302,120,-83.7059,16.2941
2011-10-07,4.2760,121,-85.2702,14.7298
2011-10-08,3.9813,122,-86.2857,13.7143
2011-10-09,4.1116,123,-85.8366,14.1634
2011-10-10,4.0750,124,-85.9629,14.0371
2011-10-11,4.0089,125,-86.1904,13.8096
2011-10-12,4.1662,126,-85.6485,14.3515
2011-10-13,4.0370,127,-86.0937,13.9063
2011-10-14,3.9863,128,-86.2684,13.7316
2011-10-15,3.8373,129,-86.7814,13.2186
2011-10-16,3.6097,130,-87.5654,12.4346
2011-10-17,2.5812,131,-91.1083,8.8917
2011-10-18,2.4223,132,-91.6559,8.3441
2011-10-19,2.2173,133,-92.3622,7.6378
2011-10-20,2.3561,134,-91.8838,8.1162
2011-10-21,2.5701,135,-91.1467,8.8533
2011-10-22,3.1555,136,-89.1302,10.8698
2011-10-23,3.1478,137,-89.1569,10.8431
2011-10-24,2.5229,138,-91.3092,8.6908
2011-10-25,2.8019,139,-90.3482,9.6518
2011-10-26,2.7775,140,-90.4323,9.5677
2011-10-27,3.0454,141,-89.5094,10.4906
2011-10-28,3.1796,142,-89.0470,10.9530
2011-10-29,3.5692,143,-87.7051,12.2949
2011-10-30,3.2574,144,-88.7792,11.2208
2011-10-31,3.2651,145,-88.7526,11.2474
2011-11-01,3.1710,146,-89.0768,10.9232
2011-11-02,3.2558,147,-88.7847,11.2153
2011-11-03,3.1683,148,-89.0860,10.9140
2011-11-04,3.1201,149,-89.2521,10.7479
2011-11-05,2.9778,150,-89.7422,10.2578
2011-11-06,2.9627,151,-89.7943,10.2057
2011-11-07,3.0178,152,-89.6047,10.3953
2011-11-08,3.0566,153,-89.4710,10.5290
2011-11-09,2.9196,154,-89.9429,10.0571
2011-11-10,2.8567,155,-90.1595,9.8405
2011-11-11,3.0679,156,-89.4321,10.5679
2011-11-12,3.0255,157,-89.5779,10.4221
2011-11-13,2.9864,158,-89.7128,10.2872
2011-11-14,2.2242,159,-92.3382,7.6618
2011-11-15,2.3224,160,-92.0000,8.0000
2011-11-16,2.5468,161,-91.2270,8.7730
2011-11-17,2.2791,162,-92.1491,7.8509
2011-11-18,2.1051,163,-92.7486,7.2514
2011-11-19,2.2035,164,-92.4097,7.5903
2011-11-20,2.2020,165,-92.4148,7.5852
2011-11-21,2.2799,166,-92.1465,7.8535
2011-11-22,2.3225,167,-91.9998,8.0002
2011-11-23,2.3303,168,-91.9727,8.0273
2011-11-24,2.4389,169,-91.5987,8.4013
2011-11-25,2.4962,170,-91.4014,8.5986
2011-11-26,2.4718,171,-91.4853,8.5147
2011-11-27,2.4776,172,-91.4655,8.5345
2011-11-28,2.5412,173,-91.2461,8.7539
2011-11-29,2.7577,174,-90.5005,9.4995
2011-11-30,2.9660,175,-89.7828,10.2172
2011-12-01,3.0826,176,-89.3813,10.6187
2011-12-02,3.1004,177,-89.3200,10.6800
2011-12-03,2.8039,178,-90.3415,9.6585
2011-12-04,2.8197,179,-90.2869,9.7131
2011-12-05,2.8748,180,-90.0971,9.9029
2011-12-06,3.0254,181,-89.5785,10.4215
2011-12-07,2.9855,182,-89.7158,10.2842
2011-12-08,2.9919,183,-89.6938,10.3062
2011-12-09,2.9558,184,-89.8181,10.1819
2011-12-10,3.0690,185,-89.4282,10.5718
2011-12-11,3.2493,186,-88.8072,11.1928
2011-12-12,3.1873,187,-89.0205,10.9795
2011-12-13,3.2411,188,-88.8354,11.1646
2011-12-14,3.1551,189,-89.1316,10.8684
2011-12-15,3.2031,190,-88.9661,11.0339
2011-12-16,3.2091,191,-88.9454,11.0546
2011-12-17,3.1925,192,-89.0026,10.9974
2011-12-18,3.1940,193,-88.9975,11.0025
2011-12-19,3.5258,194,-87.8547,12.1453
2011-12-20,3.9526,195,-86.3846,13.6154
2011-12-21,3.8890,196,-86.6035,13.3965
2011-12-22,3.9031,197,-86.5550,13.4450
2011-12-23,3.9380,198,-86.4348,13.5652
2011-12-24,3.9394,199,-86.4298,13.5702
2011-12-25,4.2339,200,-85.4155,14.5845
2011-12-26,3.9991,201,-86.2241,13.7759
2011-12-27,4.0955,202,-85.8921,14.1079
2011-12-28,4.2073,203,-85.5070,14.4930
2011-12-29,4.1734,204,-85.6240,14.3760
2011-12-30,4.3106,205,-85.1511,14.8489
2011-12-31,4.7143,206,-83.7605,16.2395
2012-01-01,5.2948,207,-81.7607,18.2393
2012-01-02,5.2049,208,-82.0706,17.9294
2012-01-03,4.8705,209,-83.2225,16.7775
2012-01-04,5.5857,210,-80.7588,19.2412
2012-01-05,6.8740,211,-76.3210,23.6790
2012-01-06,6.6833,212,-76.9778,23.0222
2012-01-07,6.7962,213,-76.5889,23.4111
2012-01-08,7.0967,214,-75.5540,24.4460
2012-01-09,6.2885,215,-78.3377,21.6623
2012-01-10,6.5285,216,-77.5112,22.4888
2012-01-11,6.8891,217,-76.2689,23.7311
2012-01-12,6.7736,218,-76.6670,23.3330
2012-01-13,6.4544,219,-77.7665,22.2335
2012-01-14,6.7617,220,-76.7077,23.2923
2012-01-15,7.0469,221,-75.7253,24.2747
2012-01-16,6.7156,222,-76.8666,23.1334
2012-01-17,5.5996,223,-80.7109,19.2891
2012-01-18,5.9002,224,-79.6753,20.3247
2012-01-19,6.3157,225,-78.2441,21.7559
2012-01-20,6.5015,226,-77.6042,22.3958
2012-01-21,6.1806,227,-78.7097,21.2903
2012-01-22,6.3030,228,-78.2880,21.7120
2012-01-23,6.3749,229,-78.0403,21.9597
2012-01-24,6.2745,230,-78.3862,21.6138
2012-01-25,5.8105,231,-79.9846,20.0154
2012-01-26,5.3672,232,-81.5114,18.4886
2012-01-27,5.3031,233,-81.7322,18.2678
2012-01-28,5.6598,234,-80.5036,19.4964
2012-01-29,5.3914,235,-81.4280,18.5720
2012-01-30,5.5035,236,-81.0420,18.9580
2012-01-31,5.5382,237,-80.9224,19.0776
2012-02-01,6.0752,238,-79.0725,20.9275
2012-02-02,6.0996,239,-78.9887,21.0113
2012-02-03,5.9516,240,-79.4984,20.5016
2012-02-04,5.8954,241,-79.6919,20.3081
2012-02-05,5.6781,242,-80.4405,19.5595
2012-02-06,5.4827,243,-81.1137,18.8863
2012-02-07,5.6620,244,-80.4959,19.5041
2012-02-08,5.6185,245,-80.6457,19.3543
2012-02-09,5.8357,246,-79.8976,20.1024
2012-02-10,5.9378,247,-79.5458,20.4542
2012-02-11,5.6121,248,-80.6678,19.3322
2012-02-12,5.5191,249,-80.9882,19.0118
2012-02-13,5.3484,250,-81.5764,18.4236
